id_chamado,data_abertura,data_fechamento,categoria,prioridade,status,setor_solicitante,tecnico_responsavel,equipe,tempo_resolucao_horas,sla_meta_horas,dentro_sla
INC-00267,2025-08-04 10:27,2025-08-05 12:27,Hardware,Baixa,Resolvido,TI,Carlos Lima,N1,26.0,48,Sim
INC-00275,2025-08-04 10:58,2025-08-04 23:58,Software,Baixa,Resolvido,Operações,Fernanda Cruz,N3,13.0,48,Sim
INC-02161,2025-08-04 11:05,2025-08-04 11:29,Email,Baixa,Resolvido,Comercial,Bruno Reis,N2,0.4,48,Sim
INC-00880,2025-08-04 14:28,2025-08-04 19:40,Rede/Internet,Baixa,Resolvido,Diretoria,Diego Alves,N2,5.2,48,Sim
INC-00332,2025-08-05 09:05,2025-08-05 11:53,Software,Baixa,Resolvido,TI,Ana Souza,N1,2.8,48,Sim
INC-01178,2025-08-05 09:24,2025-08-05 17:00,Rede/Internet,Média,Resolvido,Operações,Diego Alves,N2,7.6,24,Sim
INC-00432,2025-08-05 09:32,2025-08-05 16:50,Software,Média,Resolvido,Diretoria,Ana Souza,N1,7.3,24,Sim
INC-00557,2025-08-05 10:37,2025-08-05 11:55,Acesso/Senha,Alta,Resolvido,TI,Ana Souza,N1,1.3,8,Sim
INC-01048,2025-08-05 11:26,2025-08-05 14:26,Acesso/Senha,Média,Resolvido,Comercial,Fernanda Cruz,N3,3.0,24,Sim
INC-00103,2025-08-05 11:46,2025-08-05 13:52,Email,Baixa,Resolvido,Diretoria,Fernanda Cruz,N3,2.1,48,Sim
INC-01668,2025-08-05 12:09,2025-08-05 13:45,Acesso/Senha,Alta,Resolvido,Comercial,Bruno Reis,N2,1.6,8,Sim
INC-01820,2025-08-05 15:23,2025-08-05 23:23,Rede/Internet,Baixa,Resolvido,RH,Ana Souza,N1,8.0,48,Sim
INC-01411,2025-08-06 07:50,2025-08-06 08:26,Software,Alta,Resolvido,Diretoria,Ana Souza,N1,0.6,8,Sim
INC-01625,2025-08-06 12:07,2025-08-06 12:25,Software,Crítica,Resolvido,Operações,Carlos Lima,N1,0.3,4,Sim
INC-02206,2025-08-07 10:11,2025-08-07 13:35,Software,Baixa,Resolvido,Comercial,Diego Alves,N2,3.4,48,Sim
INC-01652,2025-08-07 10:51,2025-08-07 17:51,Impressora,Baixa,Resolvido,Diretoria,Bruno Reis,N2,7.0,48,Sim
INC-00170,2025-08-07 10:59,2025-08-07 18:17,Rede/Internet,Baixa,Resolvido,Financeiro,Ana Souza,N1,7.3,48,Sim
INC-00524,2025-08-07 13:13,2025-08-07 16:31,Rede/Internet,Média,Resolvido,Financeiro,Ana Souza,N1,3.3,24,Sim
INC-01308,2025-08-07 13:36,2025-08-07 15:30,Email,Crítica,Resolvido,TI,Bruno Reis,N2,1.9,4,Sim
INC-01090,2025-08-08 07:50,2025-08-08 09:44,Software,Média,Resolvido,RH,Fernanda Cruz,N3,1.9,24,Sim
INC-00318,2025-08-08 08:22,2025-08-08 13:58,Hardware,Média,Resolvido,TI,Ana Souza,N1,5.6,24,Sim
INC-01523,2025-08-08 08:29,2025-08-08 09:29,Acesso/Senha,Média,Resolvido,Comercial,Ana Souza,N1,1.0,24,Sim
INC-01873,2025-08-08 09:24,2025-08-08 13:24,Hardware,Alta,Resolvido,Operações,Fernanda Cruz,N3,4.0,8,Sim
INC-01782,2025-08-08 10:27,2025-08-08 12:57,Acesso/Senha,Baixa,Resolvido,RH,Fernanda Cruz,N3,2.5,48,Sim
INC-01110,2025-08-08 12:53,2025-08-08 13:11,Email,Crítica,Resolvido,Logística,Bruno Reis,N2,0.3,4,Sim
INC-01104,2025-08-09 07:59,2025-08-10 06:59,Hardware,Baixa,Resolvido,Operações,Fernanda Cruz,N3,23.0,48,Sim
INC-01471,2025-08-09 10:55,2025-08-09 12:19,Acesso/Senha,Baixa,Resolvido,Operações,Fernanda Cruz,N3,1.4,48,Sim
INC-01828,2025-08-11 07:10,2025-08-11 07:22,Acesso/Senha,Crítica,Resolvido,Diretoria,Diego Alves,N2,0.2,4,Sim
INC-00333,2025-08-11 07:49,2025-08-11 10:43,Rede/Internet,Alta,Resolvido,Comercial,Diego Alves,N2,2.9,8,Sim
INC-01527,2025-08-11 08:17,2025-08-11 10:53,Hardware,Baixa,Resolvido,TI,Ana Souza,N1,2.6,48,Sim
INC-01607,2025-08-11 08:28,2025-08-11 08:46,Acesso/Senha,Baixa,Resolvido,Comercial,Ana Souza,N1,0.3,48,Sim
INC-00456,2025-08-11 09:14,2025-08-12 08:38,Software,Baixa,Resolvido,Diretoria,Fernanda Cruz,N3,23.4,48,Sim
INC-01697,2025-08-11 09:42,2025-08-11 13:48,Acesso/Senha,Média,Resolvido,TI,Fernanda Cruz,N3,4.1,24,Sim
INC-01480,2025-08-11 09:54,2025-08-11 10:48,Acesso/Senha,Baixa,Resolvido,Comercial,Diego Alves,N2,0.9,48,Sim
INC-01540,2025-08-11 10:51,2025-08-11 12:09,Software,Média,Resolvido,RH,Bruno Reis,N2,1.3,24,Sim
INC-01496,2025-08-11 11:19,2025-08-12 00:01,Software,Alta,Resolvido,Financeiro,Carlos Lima,N1,12.7,8,Não
INC-02264,2025-08-11 11:27,2025-08-12 00:27,Rede/Internet,Média,Resolvido,Logística,Bruno Reis,N2,13.0,24,Sim
INC-00613,2025-08-11 11:28,2025-08-12 06:04,Hardware,Baixa,Resolvido,RH,Bruno Reis,N2,18.6,48,Sim
INC-01891,2025-08-11 11:51,2025-08-11 12:15,Rede/Internet,Baixa,Resolvido,TI,Ana Souza,N1,0.4,48,Sim
INC-00291,2025-08-11 12:16,2025-08-11 17:28,Rede/Internet,Alta,Resolvido,Comercial,Carlos Lima,N1,5.2,8,Sim
INC-01759,2025-08-11 12:37,2025-08-12 05:55,Software,Baixa,Resolvido,RH,Diego Alves,N2,17.3,48,Sim
INC-02107,2025-08-11 17:00,2025-08-11 17:12,Acesso/Senha,Média,Resolvido,Financeiro,Diego Alves,N2,0.2,24,Sim
INC-02014,2025-08-12 08:15,2025-08-12 09:15,Hardware,Média,Resolvido,TI,Carlos Lima,N1,1.0,24,Sim
INC-00540,2025-08-12 11:01,2025-08-12 11:25,Software,Média,Resolvido,RH,Bruno Reis,N2,0.4,24,Sim
INC-01640,2025-08-12 11:43,2025-08-12 15:49,Rede/Internet,Baixa,Resolvido,Logística,Fernanda Cruz,N3,4.1,48,Sim
INC-00611,2025-08-12 12:35,2025-08-12 13:41,Hardware,Baixa,Resolvido,RH,Bruno Reis,N2,1.1,48,Sim
INC-01481,2025-08-12 12:39,2025-08-12 15:21,Acesso/Senha,Baixa,Resolvido,Logística,Carlos Lima,N1,2.7,48,Sim
INC-02270,2025-08-13 07:09,2025-08-13 09:39,Acesso/Senha,Baixa,Resolvido,Operações,Diego Alves,N2,2.5,48,Sim
INC-01463,2025-08-13 09:43,2025-08-13 11:43,Acesso/Senha,Alta,Resolvido,Comercial,Diego Alves,N2,2.0,8,Sim
INC-00443,2025-08-13 15:44,2025-08-14 08:50,Hardware,Média,Resolvido,Diretoria,Bruno Reis,N2,17.1,24,Sim
INC-00079,2025-08-14 07:42,2025-08-14 14:12,Software,Baixa,Resolvido,TI,Bruno Reis,N2,6.5,48,Sim
INC-00642,2025-08-14 10:02,2025-08-14 17:50,Acesso/Senha,Baixa,Resolvido,RH,Bruno Reis,N2,7.8,48,Sim
INC-00233,2025-08-14 10:26,2025-08-14 16:44,Hardware,Alta,Resolvido,Logística,Carlos Lima,N1,6.3,8,Sim
INC-01203,2025-08-14 12:28,2025-08-14 17:34,Hardware,Média,Resolvido,Diretoria,Fernanda Cruz,N3,5.1,24,Sim
INC-00128,2025-08-15 15:45,2025-08-15 19:33,Acesso/Senha,Baixa,Resolvido,Diretoria,Bruno Reis,N2,3.8,48,Sim
INC-02094,2025-08-16 07:46,2025-08-16 08:22,Acesso/Senha,Baixa,Resolvido,RH,Bruno Reis,N2,0.6,48,Sim
INC-02324,2025-08-17 09:07,2025-08-17 10:25,Software,Alta,Resolvido,RH,Carlos Lima,N1,1.3,8,Sim
INC-00489,2025-08-17 13:41,2025-08-17 14:41,Hardware,Alta,Resolvido,Financeiro,Ana Souza,N1,1.0,8,Sim
INC-02125,2025-08-18 09:10,2025-08-18 10:22,Rede/Internet,Alta,Resolvido,Financeiro,Diego Alves,N2,1.2,8,Sim
INC-02462,2025-08-18 09:17,2025-08-19 11:53,Rede/Internet,Baixa,Resolvido,Diretoria,Fernanda Cruz,N3,26.6,48,Sim
INC-01439,2025-08-18 10:09,2025-08-18 17:57,Hardware,Alta,Resolvido,Comercial,Fernanda Cruz,N3,7.8,8,Sim
INC-00710,2025-08-18 10:16,2025-08-18 12:10,Impressora,Baixa,Resolvido,Operações,Diego Alves,N2,1.9,48,Sim
INC-02283,2025-08-18 10:27,2025-08-18 19:27,Hardware,Média,Resolvido,RH,Bruno Reis,N2,9.0,24,Sim
INC-02253,2025-08-18 12:06,2025-08-18 15:42,Acesso/Senha,Baixa,Resolvido,Comercial,Bruno Reis,N2,3.6,48,Sim
INC-01216,2025-08-18 13:22,2025-08-18 16:34,Rede/Internet,Média,Resolvido,Comercial,Ana Souza,N1,3.2,24,Sim
INC-01796,2025-08-18 15:44,2025-08-18 17:44,Acesso/Senha,Baixa,Resolvido,RH,Diego Alves,N2,2.0,48,Sim
INC-00475,2025-08-19 09:54,2025-08-19 12:30,Email,Crítica,Resolvido,RH,Diego Alves,N2,2.6,4,Sim
INC-01169,2025-08-19 10:39,2025-08-20 02:03,Email,Baixa,Resolvido,Financeiro,Diego Alves,N2,15.4,48,Sim
INC-01148,2025-08-19 12:27,2025-08-19 15:15,Sistema Interno,Alta,Resolvido,TI,Ana Souza,N1,2.8,8,Sim
INC-02153,2025-08-20 07:00,2025-08-20 12:36,Sistema Interno,Alta,Resolvido,Financeiro,Ana Souza,N1,5.6,8,Sim
INC-00831,2025-08-20 07:26,2025-08-20 10:02,Acesso/Senha,Baixa,Resolvido,Financeiro,Ana Souza,N1,2.6,48,Sim
INC-01635,2025-08-20 07:53,2025-08-21 07:35,Hardware,Baixa,Resolvido,TI,Ana Souza,N1,23.7,48,Sim
INC-01298,2025-08-20 11:23,2025-08-20 16:23,Software,Média,Resolvido,Comercial,Fernanda Cruz,N3,5.0,24,Sim
INC-00723,2025-08-20 11:26,2025-08-20 14:26,Rede/Internet,Baixa,Resolvido,Financeiro,Ana Souza,N1,3.0,48,Sim
INC-00631,2025-08-20 11:55,2025-08-20 15:49,Hardware,Média,Resolvido,Financeiro,Carlos Lima,N1,3.9,24,Sim
INC-01879,2025-08-20 13:53,2025-08-20 14:29,Acesso/Senha,Baixa,Resolvido,RH,Bruno Reis,N2,0.6,48,Sim
INC-00363,2025-08-21 07:03,2025-08-21 20:57,Impressora,Média,Resolvido,Operações,Carlos Lima,N1,13.9,24,Sim
INC-00266,2025-08-21 07:35,2025-08-21 18:11,Rede/Internet,Baixa,Resolvido,Financeiro,Diego Alves,N2,10.6,48,Sim
INC-00473,2025-08-21 07:43,2025-08-21 08:43,Hardware,Média,Resolvido,Financeiro,Carlos Lima,N1,1.0,24,Sim
INC-02436,2025-08-21 08:15,2025-08-21 11:39,Rede/Internet,Alta,Resolvido,Logística,Bruno Reis,N2,3.4,8,Sim
INC-01944,2025-08-21 09:27,2025-08-21 10:09,Acesso/Senha,Média,Resolvido,Diretoria,Fernanda Cruz,N3,0.7,24,Sim
INC-01916,2025-08-21 10:16,2025-08-21 14:10,Acesso/Senha,Média,Resolvido,Financeiro,Carlos Lima,N1,3.9,24,Sim
INC-02006,2025-08-21 12:16,2025-08-21 17:34,Hardware,Média,Resolvido,Diretoria,Carlos Lima,N1,5.3,24,Sim
INC-01888,2025-08-21 12:36,2025-08-21 16:12,Rede/Internet,Alta,Resolvido,Diretoria,Carlos Lima,N1,3.6,8,Sim
INC-00821,2025-08-21 14:27,2025-08-21 15:27,Acesso/Senha,Média,Resolvido,Operações,Carlos Lima,N1,1.0,24,Sim
INC-01274,2025-08-21 14:52,2025-08-22 05:28,Software,Média,Resolvido,Financeiro,Diego Alves,N2,14.6,24,Sim
INC-00902,2025-08-22 07:48,2025-08-22 10:30,Acesso/Senha,Média,Resolvido,Comercial,Ana Souza,N1,2.7,24,Sim
INC-02482,2025-08-22 15:00,2025-08-22 18:24,Acesso/Senha,Média,Resolvido,Logística,Diego Alves,N2,3.4,24,Sim
INC-01932,2025-08-22 15:07,2025-08-22 16:49,Hardware,Média,Resolvido,Comercial,Ana Souza,N1,1.7,24,Sim
INC-01837,2025-08-23 07:09,2025-08-23 17:27,Sistema Interno,Crítica,Resolvido,RH,Fernanda Cruz,N3,10.3,4,Não
INC-01738,2025-08-23 09:27,2025-08-23 23:39,Hardware,Baixa,Resolvido,Operações,Carlos Lima,N1,14.2,48,Sim
INC-00965,2025-08-23 11:53,2025-08-23 17:35,Rede/Internet,Média,Resolvido,Financeiro,Bruno Reis,N2,5.7,24,Sim
INC-00738,2025-08-24 10:49,2025-08-24 11:37,Hardware,Média,Resolvido,Comercial,Ana Souza,N1,0.8,24,Sim
INC-00365,2025-08-24 12:27,2025-08-25 02:57,Rede/Internet,Baixa,Resolvido,Financeiro,Carlos Lima,N1,14.5,48,Sim
INC-01270,2025-08-25 07:44,2025-08-25 12:08,Rede/Internet,Média,Resolvido,RH,Diego Alves,N2,4.4,24,Sim
INC-01929,2025-08-25 09:11,2025-08-25 13:11,Rede/Internet,Baixa,Resolvido,Operações,Fernanda Cruz,N3,4.0,48,Sim
INC-02309,2025-08-25 10:11,2025-08-25 12:59,Software,Média,Resolvido,Financeiro,Bruno Reis,N2,2.8,24,Sim
INC-00998,2025-08-25 11:46,2025-08-25 14:16,Hardware,Média,Resolvido,Logística,Ana Souza,N1,2.5,24,Sim
INC-01343,2025-08-25 12:49,2025-08-25 17:25,Hardware,Baixa,Resolvido,Diretoria,Fernanda Cruz,N3,4.6,48,Sim
INC-02273,2025-08-25 13:15,2025-08-25 16:39,Rede/Internet,Baixa,Resolvido,Financeiro,Fernanda Cruz,N3,3.4,48,Sim
INC-00485,2025-08-25 13:53,2025-08-29 10:35,Hardware,Média,Resolvido,Diretoria,Carlos Lima,N1,92.7,24,Não
INC-02390,2025-08-25 15:49,2025-08-25 17:01,Rede/Internet,Alta,Resolvido,Diretoria,Bruno Reis,N2,1.2,8,Sim
INC-01228,2025-08-26 07:59,2025-08-26 19:11,Software,Baixa,Resolvido,Comercial,Carlos Lima,N1,11.2,48,Sim
INC-00786,2025-08-27 08:24,2025-08-27 11:12,Acesso/Senha,Baixa,Resolvido,Financeiro,Carlos Lima,N1,2.8,48,Sim
INC-00140,2025-08-27 09:24,2025-08-27 13:54,Rede/Internet,Média,Resolvido,TI,Diego Alves,N2,4.5,24,Sim
INC-02197,2025-08-27 10:10,2025-08-28 21:04,Hardware,Baixa,Resolvido,Diretoria,Bruno Reis,N2,34.9,48,Sim
INC-02019,2025-08-27 13:15,2025-08-27 19:21,Rede/Internet,Alta,Resolvido,Operações,Bruno Reis,N2,6.1,8,Sim
INC-02031,2025-08-27 14:15,2025-08-27 20:33,Email,Baixa,Resolvido,Logística,Diego Alves,N2,6.3,48,Sim
INC-02195,2025-08-27 18:28,2025-08-27 22:46,Impressora,Baixa,Resolvido,Diretoria,Ana Souza,N1,4.3,48,Sim
INC-02205,2025-08-28 12:50,2025-08-28 14:38,Software,Crítica,Resolvido,TI,Carlos Lima,N1,1.8,4,Sim
INC-00232,2025-08-28 14:34,2025-08-29 11:40,Hardware,Média,Resolvido,Diretoria,Fernanda Cruz,N3,21.1,24,Sim
INC-01498,2025-08-28 14:37,2025-08-28 16:07,Acesso/Senha,Baixa,Resolvido,Logística,Bruno Reis,N2,1.5,48,Sim
INC-01291,2025-08-28 18:15,2025-08-28 23:03,Hardware,Baixa,Resolvido,Financeiro,Diego Alves,N2,4.8,48,Sim
INC-00711,2025-08-29 07:11,2025-08-29 22:47,Rede/Internet,Baixa,Resolvido,Logística,Carlos Lima,N1,15.6,48,Sim
INC-01662,2025-08-29 07:50,2025-08-29 10:32,Rede/Internet,Alta,Resolvido,Diretoria,Bruno Reis,N2,2.7,8,Sim
INC-00640,2025-08-29 11:05,2025-08-29 16:29,Hardware,Baixa,Resolvido,Comercial,Diego Alves,N2,5.4,48,Sim
INC-00039,2025-08-31 07:01,2025-08-31 11:49,Hardware,Média,Resolvido,Logística,Carlos Lima,N1,4.8,24,Sim
INC-01213,2025-09-01 07:26,2025-09-01 20:44,Rede/Internet,Baixa,Resolvido,Logística,Bruno Reis,N2,13.3,48,Sim
INC-01468,2025-09-01 08:07,2025-09-01 21:01,Hardware,Baixa,Resolvido,TI,Carlos Lima,N1,12.9,48,Sim
INC-00198,2025-09-01 08:10,2025-09-02 01:46,Hardware,Baixa,Resolvido,Logística,Fernanda Cruz,N3,17.6,48,Sim
INC-01824,2025-09-01 08:11,2025-09-01 10:35,Acesso/Senha,Baixa,Resolvido,Financeiro,Fernanda Cruz,N3,2.4,48,Sim
INC-00765,2025-09-01 09:29,2025-09-01 09:47,Acesso/Senha,Alta,Resolvido,TI,Fernanda Cruz,N3,0.3,8,Sim
INC-02086,2025-09-01 10:00,2025-09-01 10:18,Acesso/Senha,Alta,Resolvido,RH,Fernanda Cruz,N3,0.3,8,Sim
INC-02232,2025-09-01 10:03,2025-09-01 16:45,Software,Média,Resolvido,Operações,Diego Alves,N2,6.7,24,Sim
INC-00169,2025-09-01 10:17,2025-09-03 03:29,Rede/Internet,Baixa,Resolvido,Diretoria,Bruno Reis,N2,41.2,48,Sim
INC-02452,2025-09-01 10:29,2025-09-02 10:23,Impressora,Baixa,Resolvido,Comercial,Bruno Reis,N2,23.9,48,Sim
INC-01417,2025-09-01 11:02,2025-09-02 05:38,Hardware,Baixa,Resolvido,TI,Carlos Lima,N1,18.6,48,Sim
INC-01081,2025-09-01 11:58,2025-09-01 12:22,Impressora,Baixa,Resolvido,Financeiro,Bruno Reis,N2,0.4,48,Sim
INC-01803,2025-09-01 12:44,2025-09-01 19:08,Hardware,Baixa,Resolvido,Comercial,Bruno Reis,N2,6.4,48,Sim
INC-01172,2025-09-01 13:07,2025-09-01 23:31,Hardware,Baixa,Resolvido,Financeiro,Diego Alves,N2,10.4,48,Sim
INC-00032,2025-09-01 13:27,2025-09-01 14:45,Rede/Internet,Alta,Resolvido,Operações,Bruno Reis,N2,1.3,8,Sim
INC-00898,2025-09-01 13:36,2025-09-01 19:06,Acesso/Senha,Média,Resolvido,Financeiro,Bruno Reis,N2,5.5,24,Sim
INC-00853,2025-09-01 14:16,2025-09-01 14:34,Acesso/Senha,Média,Resolvido,Comercial,Bruno Reis,N2,0.3,24,Sim
INC-00098,2025-09-02 10:34,2025-09-02 11:52,Acesso/Senha,Alta,Resolvido,TI,Carlos Lima,N1,1.3,8,Sim
INC-02004,2025-09-02 11:02,2025-09-02 13:08,Acesso/Senha,Média,Resolvido,RH,Fernanda Cruz,N3,2.1,24,Sim
INC-01843,2025-09-02 13:40,2025-09-04 14:10,Hardware,Baixa,Resolvido,TI,Carlos Lima,N1,48.5,48,Não
INC-02234,2025-09-03 07:04,2025-09-03 15:10,Rede/Internet,Baixa,Resolvido,TI,Diego Alves,N2,8.1,48,Sim
INC-00909,2025-09-03 10:20,2025-09-03 17:38,Acesso/Senha,Baixa,Resolvido,Logística,Fernanda Cruz,N3,7.3,48,Sim
INC-01554,2025-09-03 10:41,2025-09-04 01:11,Sistema Interno,Alta,Resolvido,Financeiro,Fernanda Cruz,N3,14.5,8,Não
INC-00920,2025-09-03 13:00,2025-09-03 20:24,Acesso/Senha,Baixa,Resolvido,Logística,Carlos Lima,N1,7.4,48,Sim
INC-01699,2025-09-03 14:30,2025-09-03 17:18,Software,Baixa,Resolvido,Diretoria,Bruno Reis,N2,2.8,48,Sim
INC-00010,2025-09-03 15:00,2025-09-03 16:00,Acesso/Senha,Média,Resolvido,Comercial,Bruno Reis,N2,1.0,24,Sim
INC-00794,2025-09-04 07:02,2025-09-04 07:38,Software,Crítica,Resolvido,RH,Ana Souza,N1,0.6,4,Sim
INC-00265,2025-09-04 07:05,2025-09-05 02:47,Software,Baixa,Resolvido,Financeiro,Bruno Reis,N2,19.7,48,Sim
INC-00053,2025-09-04 08:08,2025-09-04 16:02,Software,Média,Resolvido,RH,Diego Alves,N2,7.9,24,Sim
INC-01196,2025-09-04 09:46,2025-09-04 15:10,Software,Baixa,Resolvido,Comercial,Diego Alves,N2,5.4,48,Sim
INC-01452,2025-09-04 10:57,2025-09-05 20:09,Hardware,Média,Resolvido,RH,Fernanda Cruz,N3,33.2,24,Não
INC-00283,2025-09-04 12:44,2025-09-05 06:50,Sistema Interno,Média,Resolvido,Operações,Diego Alves,N2,18.1,24,Sim
INC-01560,2025-09-04 16:14,2025-09-04 18:20,Hardware,Baixa,Resolvido,Operações,Ana Souza,N1,2.1,48,Sim
INC-02177,2025-09-05 08:15,2025-09-06 21:03,Software,Baixa,Resolvido,Financeiro,Fernanda Cruz,N3,36.8,48,Sim
INC-01512,2025-09-05 09:28,2025-09-05 15:04,Rede/Internet,Alta,Resolvido,Logística,Fernanda Cruz,N3,5.6,8,Sim
INC-00259,2025-09-05 13:48,2025-09-05 23:48,Software,Baixa,Resolvido,TI,Diego Alves,N2,10.0,48,Sim
INC-00669,2025-09-05 16:53,2025-09-05 17:35,Rede/Internet,Alta,Resolvido,Logística,Diego Alves,N2,0.7,8,Sim
INC-00390,2025-09-06 07:55,2025-09-06 09:13,Rede/Internet,Média,Resolvido,Logística,Bruno Reis,N2,1.3,24,Sim
INC-00289,2025-09-06 09:34,2025-09-06 11:46,Rede/Internet,Baixa,Resolvido,Operações,Ana Souza,N1,2.2,48,Sim
INC-00084,2025-09-06 10:51,2025-09-06 12:45,Acesso/Senha,Baixa,Resolvido,Operações,Carlos Lima,N1,1.9,48,Sim
INC-00341,2025-09-07 07:39,2025-09-07 07:57,Acesso/Senha,Alta,Resolvido,RH,Diego Alves,N2,0.3,8,Sim
INC-02268,2025-09-08 07:15,2025-09-08 07:51,Acesso/Senha,Média,Resolvido,Financeiro,Carlos Lima,N1,0.6,24,Sim
INC-01558,2025-09-08 07:31,2025-09-09 11:13,Sistema Interno,Média,Resolvido,RH,Fernanda Cruz,N3,27.7,24,Não
INC-01016,2025-09-08 08:05,2025-09-08 15:53,Software,Média,Resolvido,Diretoria,Diego Alves,N2,7.8,24,Sim
INC-01324,2025-09-08 08:13,2025-09-08 20:37,Hardware,Baixa,Resolvido,Comercial,Carlos Lima,N1,12.4,48,Sim
INC-01185,2025-09-08 08:18,2025-09-08 12:06,Email,Média,Resolvido,TI,Ana Souza,N1,3.8,24,Sim
INC-00899,2025-09-08 08:29,2025-09-08 11:41,Acesso/Senha,Baixa,Resolvido,RH,Fernanda Cruz,N3,3.2,48,Sim
INC-01578,2025-09-08 09:05,2025-09-08 10:47,Acesso/Senha,Média,Resolvido,TI,Bruno Reis,N2,1.7,24,Sim
INC-01039,2025-09-08 09:06,2025-09-08 12:18,Acesso/Senha,Baixa,Resolvido,Comercial,Fernanda Cruz,N3,3.2,48,Sim
INC-01296,2025-09-08 10:40,2025-09-08 11:04,Rede/Internet,Baixa,Resolvido,Comercial,Fernanda Cruz,N3,0.4,48,Sim
INC-00016,2025-09-08 11:05,2025-09-08 15:35,Software,Baixa,Resolvido,RH,Bruno Reis,N2,4.5,48,Sim
INC-00600,2025-09-08 11:15,2025-09-08 17:57,Hardware,Baixa,Resolvido,RH,Ana Souza,N1,6.7,48,Sim
INC-02198,2025-09-08 11:50,2025-09-08 14:08,Acesso/Senha,Média,Resolvido,RH,Fernanda Cruz,N3,2.3,24,Sim
INC-00764,2025-09-08 11:54,2025-09-08 19:48,Rede/Internet,Crítica,Resolvido,RH,Diego Alves,N2,7.9,4,Não
INC-00135,2025-09-08 13:24,2025-09-08 19:18,Impressora,Média,Resolvido,Diretoria,Ana Souza,N1,5.9,24,Sim
INC-02214,2025-09-08 13:50,2025-09-08 18:38,Software,Baixa,Resolvido,Logística,Ana Souza,N1,4.8,48,Sim
INC-00546,2025-09-08 14:19,2025-09-08 14:43,Software,Média,Resolvido,RH,Fernanda Cruz,N3,0.4,24,Sim
INC-01893,2025-09-08 15:51,2025-09-08 16:15,Software,Média,Resolvido,Diretoria,Ana Souza,N1,0.4,24,Sim
INC-00071,2025-09-09 07:21,2025-09-09 07:33,Email,Média,Resolvido,Comercial,Ana Souza,N1,0.2,24,Sim
INC-01535,2025-09-10 11:08,2025-09-10 15:02,Hardware,Média,Resolvido,Operações,Fernanda Cruz,N3,3.9,24,Sim
INC-01696,2025-09-10 12:07,2025-09-11 05:19,Impressora,Média,Resolvido,RH,Carlos Lima,N1,17.2,24,Sim
INC-01829,2025-09-10 14:59,2025-09-10 19:23,Software,Média,Resolvido,RH,Bruno Reis,N2,4.4,24,Sim
INC-00575,2025-09-11 08:14,2025-09-11 09:14,Software,Baixa,Resolvido,Comercial,Carlos Lima,N1,1.0,48,Sim
INC-00316,2025-09-12 07:37,2025-09-12 09:19,Email,Média,Resolvido,Diretoria,Bruno Reis,N2,1.7,24,Sim
INC-01064,2025-09-12 08:57,2025-09-13 19:33,Rede/Internet,Baixa,Resolvido,Logística,Diego Alves,N2,34.6,48,Sim
INC-02173,2025-09-12 13:58,2025-09-13 01:16,Software,Baixa,Resolvido,TI,Bruno Reis,N2,11.3,48,Sim
INC-01682,2025-09-13 10:23,2025-09-13 14:53,Impressora,Baixa,Resolvido,Diretoria,Fernanda Cruz,N3,4.5,48,Sim
INC-01996,2025-09-13 11:35,2025-09-13 11:47,Software,Baixa,Resolvido,Logística,Carlos Lima,N1,0.2,48,Sim
INC-02386,2025-09-13 11:38,2025-09-14 11:08,Rede/Internet,Baixa,Resolvido,Logística,Bruno Reis,N2,23.5,48,Sim
INC-01874,2025-09-13 15:51,2025-09-13 23:21,Email,Baixa,Resolvido,Logística,Ana Souza,N1,7.5,48,Sim
INC-00577,2025-09-15 07:28,2025-09-15 15:10,Acesso/Senha,Baixa,Resolvido,Financeiro,Carlos Lima,N1,7.7,48,Sim
INC-02207,2025-09-15 07:33,2025-09-15 14:57,Software,Baixa,Resolvido,Operações,Carlos Lima,N1,7.4,48,Sim
INC-00437,2025-09-15 07:40,2025-09-15 17:58,Software,Média,Resolvido,Diretoria,Ana Souza,N1,10.3,24,Sim
INC-01431,2025-09-15 09:47,2025-09-15 15:29,Software,Baixa,Resolvido,Comercial,Carlos Lima,N1,5.7,48,Sim
INC-02076,2025-09-15 10:26,2025-09-15 12:56,Software,Média,Resolvido,Operações,Diego Alves,N2,2.5,24,Sim
INC-00060,2025-09-15 12:04,2025-09-15 19:22,Software,Baixa,Resolvido,Financeiro,Fernanda Cruz,N3,7.3,48,Sim
INC-02242,2025-09-15 12:36,2025-09-15 13:42,Rede/Internet,Crítica,Resolvido,Financeiro,Carlos Lima,N1,1.1,4,Sim
INC-00636,2025-09-15 12:36,2025-09-15 15:18,Acesso/Senha,Média,Resolvido,Comercial,Diego Alves,N2,2.7,24,Sim
INC-02103,2025-09-15 15:05,2025-09-15 18:41,Email,Média,Resolvido,Comercial,Bruno Reis,N2,3.6,24,Sim
INC-00354,2025-09-16 08:30,2025-09-17 07:18,Rede/Internet,Baixa,Resolvido,Operações,Ana Souza,N1,22.8,48,Sim
INC-02105,2025-09-16 10:49,2025-09-18 00:43,Hardware,Baixa,Resolvido,TI,Diego Alves,N2,37.9,48,Sim
INC-01174,2025-09-17 09:23,2025-09-17 19:23,Rede/Internet,Alta,Resolvido,RH,Carlos Lima,N1,10.0,8,Não
INC-00510,2025-09-17 10:26,2025-09-17 11:26,Email,Baixa,Resolvido,TI,Diego Alves,N2,1.0,48,Sim
